Ia,Ib,Ic,RPM,Classe
-407,176,218,1729,1
-406,152,241,1729,1
-405,128,263,1729,1
-402,104,285,1729,1
-398,80,306,1729,1
-393,56,325,1729,1
-389,31,346,1729,1
-384,9,363,1729,1
-379,-8,377,1729,1
-376,-23,388,1729,1
-372,-38,399,1729,1
-367,-54,410,1729,1
-361,-68,419,1729,1
-353,-83,426,1729,1
-343,-98,431,1729,1
-333,-113,436,1729,1
-322,-131,443,1729,1
-309,-152,451,1729,1
-293,-175,460,1729,1
-274,-201,467,1729,1
-253,-229,474,1729,1
-232,-258,482,1729,1
-208,-288,489,1729,1
-183,-320,496,1729,1
-158,-351,502,1729,1
-133,-380,506,1729,1
-109,-406,508,1729,1
-84,-431,510,1729,1
-59,-456,511,1729,1
-39,-477,511,1729,1
-22,-494,511,1729,1
-7,-509,511,1729,1
9,-522,509,1729,1
25,-534,505,1729,1
39,-540,497,1729,1
53,-543,487,1729,1
66,-543,474,1729,1
80,-541,458,1729,1
96,-537,438,1729,1
113,-531,415,1729,1
131,-522,387,1729,1
150,-509,355,1729,1
170,-496,322,1729,1
192,-482,286,1729,1
215,-467,248,1729,1
237,-453,211,1729,1
259,-438,174,1729,1
280,-421,136,1729,1
301,-405,99,1729,1
322,-391,63,1729,1
340,-377,32,1729,1
353,-365,6,1729,1
364,-354,-16,1729,1
374,-343,-38,1729,1
384,-332,-59,1729,1
391,-320,-77,1729,1
394,-307,-94,1729,1
394,-294,-107,1729,1
395,-281,-121,1729,1
396,-266,-138,1729,1
398,-250,-155,1729,1
398,-234,-172,1729,1
396,-214,-190,1729,1
394,-194,-208,1729,1
392,-173,-228,1729,1
390,-149,-250,1729,1
389,-124,-273,1729,1
386,-100,-295,1729,1
381,-76,-314,1729,1
375,-52,-333,1729,1
370,-26,-354,1729,1
364,-4,-371,1729,1
360,13,-384,1729,1
355,27,-393,1729,1
350,41,-402,1729,1
344,56,-412,1729,1
338,70,-420,1729,1
329,84,-426,1729,1
319,99,-430,1729,1
309,112,-434,1729,1
298,129,-439,1729,1
284,149,-446,1729,1
269,171,-454,1729,1
250,197,-460,1729,1
229,224,-467,1729,1
208,252,-474,1729,1
185,282,-481,1729,1
160,312,-487,1729,1
135,342,-492,1729,1
110,371,-497,1729,1
86,397,-499,1729,1
61,423,-500,1729,1
37,448,-501,1729,1
16,468,-501,1729,1
0,484,-501,1729,1
-14,497,-500,1729,1
-29,509,-498,1729,1
-44,520,-494,1729,1
-58,527,-487,1729,1
-72,530,-475,1729,1
-85,529,-462,1729,1
-97,525,-446,1729,1
-112,520,-427,1729,1
-128,514,-404,1729,1
-146,505,-377,1729,1
-165,493,-346,1729,1
-184,479,-312,1729,1
-205,464,-276,1729,1
-227,448,-239,1729,1
-248,434,-203,1729,1
-270,419,-166,1729,1
-291,403,-129,1729,1
-311,388,-93,1729,1
-331,373,-58,1729,1
-349,360,-27,1729,1
-361,347,-2,1729,1
-371,337,19,1729,1
-382,326,40,1729,1
-392,316,61,1729,1
-399,305,79,1729,1
-402,291,96,1729,1
-403,279,110,1729,1
-403,266,122,1729,1
-405,252,139,1729,1
-407,238,156,1729,1
-408,221,173,1729,1
-407,202,191,1729,1
-405,183,208,1729,1
-403,162,228,1729,1
-402,139,250,1729,1
-400,116,272,1729,1
-398,92,294,1729,1
-394,68,314,1729,1
-389,45,332,1729,1
-384,21,351,1729,1
-379,-1,369,1729,1
-374,-18,382,1729,1
-370,-32,392,1729,1
-367,-45,401,1729,1
-362,-60,412,1729,1
-356,-75,421,1729,1
-348,-89,428,1729,1
-338,-105,433,1729,1
-328,-119,438,1729,1
-317,-135,444,1729,1
-305,-156,452,1729,1
-291,-179,461,1729,1
-272,-205,468,1729,1
-251,-233,476,1729,1
-230,-262,484,1729,1
-206,-292,491,1729,1
-182,-323,498,1729,1
-157,-353,503,1729,1
-132,-382,508,1729,1
-109,-408,511,1729,1
-85,-434,513,1729,1
-61,-458,515,1729,1
-40,-479,515,1729,1
-23,-496,515,1729,1
-9,-510,515,1729,1
5,-523,514,1729,1
20,-535,511,1729,1
35,-542,504,1729,1
50,-547,493,1729,1
63,-547,481,1729,1
76,-544,466,1729,1
91,-540,446,1729,1
108,-534,424,1729,1
126,-526,397,1729,1
146,-514,365,1729,1
166,-502,332,1729,1
187,-488,297,1729,1
210,-473,260,1729,1
231,-459,223,1729,1
253,-445,187,1729,1
274,-430,151,1729,1
295,-415,115,1729,1
316,-402,81,1729,1
334,-389,49,1729,1
348,-377,23,1729,1
359,-366,2,1729,1
370,-357,-19,1729,1
382,-347,-41,1729,1
390,-336,-60,1729,1
395,-324,-77,1729,1
397,-311,-93,1729,1
398,-299,-106,1729,1
400,-285,-122,1729,1
403,-270,-140,1729,1
404,-254,-158,1729,1
404,-235,-176,1729,1
403,-215,-195,1729,1
402,-195,-215,1729,1
401,-172,-238,1729,1
400,-148,-261,1729,1
398,-124,-282,1729,1
394,-100,-303,1729,1
389,-77,-322,1729,1
385,-54,-342,1729,1
382,-32,-360,1729,1
378,-13,-375,1729,1
374,2,-386,1729,1
370,15,-396,1729,1
366,31,-407,1729,1
361,45,-417,1729,1
353,60,-425,1729,1
344,76,-432,1729,1
334,91,-438,1729,1
324,108,-444,1729,1
311,129,-452,1729,1
295,153,-461,1729,1
277,180,-470,1729,1
255,209,-478,1729,1
234,239,-486,1729,1
211,269,-494,1729,1
186,300,-501,1729,1
161,331,-507,1729,1
136,361,-512,1729,1
112,388,-515,1729,1
88,413,-518,1729,1
65,438,-520,1729,1
44,460,-520,1729,1
26,478,-521,1729,1
11,493,-521,1729,1
-3,505,-520,1729,1
-19,518,-517,1729,1
-34,526,-511,1729,1
-49,531,-500,1729,1
-63,532,-487,1729,1
-76,530,-472,1729,1
-91,526,-452,1729,1
-109,520,-429,1729,1
-127,511,-402,1729,1
-148,500,-370,1729,1
-169,487,-337,1729,1
-190,473,-301,1729,1
-213,458,-263,1729,1
-235,444,-226,1729,1
-257,430,-190,1729,1
-280,415,-152,1729,1
-300,400,-117,1729,1
-321,386,-82,1729,1
-339,373,-50,1729,1
-354,361,-23,1729,1
-365,350,-1,1729,1
-376,340,21,1729,1
-388,330,42,1729,1
-396,319,62,1729,1
-401,307,79,1729,1
-403,294,95,1729,1
-404,281,109,1729,1
-407,267,125,1729,1
-409,252,143,1729,1
-410,235,161,1729,1
-410,216,180,1729,1
-409,196,199,1729,1
-407,175,219,1729,1
-406,151,242,1729,1
-404,127,264,1729,1
-402,103,287,1729,1
-398,78,308,1729,1
-394,55,326,1729,1
-389,31,346,1729,1
-384,8,364,1729,1
-379,-10,379,1729,1
-375,-25,390,1729,1
-371,-39,399,1729,1
-366,-54,410,1729,1
-361,-69,419,1729,1
-354,-83,427,1729,1
-344,-99,433,1729,1
-333,-114,437,1729,1
-321,-131,443,1729,1
-308,-152,451,1729,1
-294,-176,460,1729,1
-275,-202,468,1729,1
-254,-230,475,1729,1
-232,-259,483,1729,1
-208,-289,490,1729,1
-183,-320,496,1729,1
-158,-350,501,1729,1
-133,-380,506,1729,1
-108,-406,509,1729,1
-85,-431,510,1729,1
-61,-456,511,1729,1
-39,-477,511,1729,1
-21,-495,511,1729,1
-6,-509,511,1729,1
8,-521,509,1729,1
24,-532,505,1729,1
39,-540,498,1729,1
53,-544,487,1729,1
67,-544,474,1729,1
79,-541,458,1729,1
95,-536,438,1729,1
112,-530,415,1729,1
130,-521,388,1729,1
150,-509,356,1729,1
170,-496,322,1729,1
191,-481,286,1729,1
214,-466,248,1729,1
237,-451,211,1729,1
258,-437,174,1729,1
279,-421,137,1729,1
300,-405,100,1729,1
320,-391,65,1729,1
340,-377,32,1729,1
354,-364,5,1729,1
364,-353,-16,1729,1
373,-343,-37,1729,1
383,-332,-57,1729,1
390,-321,-76,1729,1
395,-308,-94,1729,1
396,-294,-109,1729,1
395,-281,-121,1729,1
396,-267,-136,1729,1
398,-252,-154,1729,1
398,-235,-171,1729,1
397,-216,-190,1729,1
396,-196,-208,1729,1
393,-175,-227,1729,1
391,-151,-249,1729,1
389,-126,-272,1729,1
386,-101,-294,1729,1
382,-77,-314,1729,1
376,-54,-332,1729,1
371,-30,-351,1729,1
366,-7,-370,1729,1
360,12,-384,1729,1
356,27,-393,1729,1
351,39,-401,1729,1
345,53,-410,1729,1
339,68,-418,1729,1
331,82,-425,1729,1
321,97,-430,1729,1
310,112,-434,1729,1
298,127,-438,1729,1
285,147,-445,1729,1
270,170,-452,1729,1
252,195,-460,1729,1
231,223,-467,1729,1
209,251,-474,1729,1
186,280,-481,1729,1
161,311,-486,1729,1
136,341,-492,1729,1
111,370,-496,1729,1
87,396,-499,1729,1
64,421,-500,1729,1
39,446,-502,1729,1
17,467,-501,1729,1
0,484,-500,1729,1
-14,497,-500,1729,1
-27,508,-498,1729,1
-42,518,-494,1729,1
-56,526,-488,1729,1
-71,530,-477,1729,1
-84,529,-463,1729,1
-97,526,-447,1729,1
-111,520,-427,1729,1
-127,513,-404,1729,1
-144,504,-378,1729,1
-164,493,-347,1729,1
-184,479,-313,1729,1
-204,465,-278,1729,1
-226,449,-240,1729,1
-248,433,-202,1729,1
-269,419,-166,1729,1
-290,404,-130,1729,1
-310,389,-95,1729,1
-329,374,-61,1729,1
-348,360,-28,1729,1
-362,347,-1,1729,1
-372,336,20,1729,1
-380,326,39,1729,1
-389,316,59,1729,1
-397,305,78,1729,1
-402,292,95,1729,1
-403,279,110,1729,1
-403,266,123,1729,1
-403,252,137,1729,1
-405,237,154,1729,1
-406,221,172,1729,1
-406,203,190,1729,1
-404,183,208,1729,1
-402,162,227,1729,1
-401,139,249,1729,1
-399,115,271,1729,1
-396,92,293,1729,1
-393,68,313,1729,1
-389,46,331,1729,1
-384,24,349,1729,1
-379,1,368,1729,1
-374,-18,382,1729,1
-370,-33,392,1729,1
-366,-45,401,1729,1
-362,-58,410,1729,1
-357,-73,420,1729,1
-350,-88,428,1729,1
-339,-104,434,1729,1
-328,-119,438,1729,1
-317,-135,443,1729,1
-305,-154,450,1729,1
-291,-177,460,1729,1
-273,-203,468,1729,1
-252,-232,476,1729,1
-230,-261,484,1729,1
-207,-291,491,1729,1
-183,-322,497,1729,1
-157,-352,503,1729,1
-133,-381,508,1729,1
-109,-408,511,1729,1
-86,-432,513,1729,1
-63,-457,515,1729,1
-41,-479,516,1729,1
-23,-496,515,1729,1
-9,-510,515,1729,1
4,-522,514,1729,1
19,-533,510,1729,1
35,-542,503,1729,1
49,-546,493,1729,1
61,-546,481,1729,1
75,-544,466,1729,1
91,-540,447,1729,1
108,-535,424,1729,1
126,-526,396,1729,1
146,-514,365,1729,1
165,-501,332,1729,1
187,-487,296,1729,1
209,-473,260,1729,1
231,-459,224,1729,1
253,-444,187,1729,1
274,-429,150,1729,1
296,-415,114,1729,1
316,-401,80,1729,1
333,-388,50,1729,1
346,-376,24,1729,1
359,-366,2,1729,1
371,-356,-21,1729,1
382,-346,-42,1729,1
389,-335,-61,1729,1
393,-322,-78,1729,1
395,-310,-92,1729,1
397,-298,-106,1729,1
401,-284,-123,1729,1
403,-269,-141,1729,1
404,-252,-159,1729,1
402,-233,-177,1729,1
401,-214,-195,1729,1
401,-193,-216,1729,1
401,-171,-239,1729,1
400,-147,-261,1729,1
397,-123,-283,1729,1
393,-99,-303,1729,1
389,-75,-323,1729,1
385,-51,-343,1729,1
381,-31,-361,1729,1
377,-13,-374,1729,1
374,1,-385,1729,1
369,17,-397,1729,1
365,32,-408,1729,1
359,47,-417,1729,1
352,61,-424,1729,1
343,76,-431,1729,1
334,91,-437,1729,1
323,109,-444,1729,1
310,130,-453,1729,1
294,154,-461,1729,1
275,180,-469,1729,1
254,209,-477,1729,1
233,238,-485,1729,1
210,269,-493,1729,1
185,301,-501,1729,1
160,332,-507,1729,1
135,361,-512,1729,1
111,388,-515,1729,1
87,414,-517,1729,1
63,439,-519,1729,1
43,459,-520,1729,1
26,478,-521,1729,1
11,493,-521,1729,1
-5,507,-520,1729,1
-20,519,-517,1729,1
-35,526,-510,1729,1
-49,530,-499,1729,1
-62,531,-487,1729,1
-76,530,-472,1729,1
-92,526,-452,1729,1
-110,520,-429,1729,1
-128,512,-402,1729,1
-149,500,-370,1729,1
-169,487,-336,1729,1
-191,473,-300,1729,1
-213,458,-263,1729,1
-235,444,-227,1729,1
-258,430,-189,1729,1
-280,415,-152,1729,1
-301,400,-116,1729,1
-322,386,-81,1729,1
-339,373,-51,1729,1
-353,362,-25,1729,1
-365,351,-2,1729,1
-378,341,21,1729,1
-389,331,43,1729,1
-396,320,61,1729,1
-400,307,78,1729,1
-402,295,92,1729,1
-405,282,108,1729,1
-408,268,125,1729,1
-410,253,142,1729,1
-410,236,160,1729,1
-409,217,179,1729,1
-408,197,197,1729,1
-407,176,218,1729,1
-406,152,241,1729,1
-405,128,263,1729,1
-402,104,285,1729,1
-398,80,306,1729,1
-393,56,325,1729,1
-389,31,346,1729,1
-384,9,363,1729,1
-379,-8,377,1729,1
-376,-23,388,1729,1
-372,-38,399,1729,1
-367,-54,410,1729,1
-361,-68,419,1729,1
-353,-83,426,1729,1
-343,-98,431,1729,1
-333,-113,436,1729,1
-322,-131,443,1729,1
-309,-152,451,1729,1
-293,-175,460,1729,1
-274,-201,467,1729,1
-253,-229,474,1729,1
-232,-258,482,1729,1
-208,-288,489,1729,1
-183,-320,496,1729,1
-158,-351,502,1729,1
-133,-380,506,1729,1
-109,-406,508,1729,1
-84,-431,510,1729,1
-59,-456,511,1729,1
-39,-477,511,1729,1
-22,-494,511,1729,1
-7,-509,511,1729,1
9,-522,509,1729,1
25,-534,505,1729,1
39,-540,497,1729,1
53,-543,487,1729,1
66,-543,474,1729,1
80,-541,458,1729,1
96,-537,438,1729,1
113,-531,415,1729,1
131,-522,387,1729,1
150,-509,355,1729,1
170,-496,322,1729,1
192,-482,286,1729,1
215,-467,248,1729,1
237,-453,211,1729,1
259,-438,174,1729,1
280,-421,136,1729,1
301,-405,99,1729,1
322,-391,63,1729,1
340,-377,32,1729,1
353,-365,6,1729,1
364,-354,-16,1729,1
374,-343,-38,1729,1
384,-332,-59,1729,1
391,-320,-77,1729,1
394,-307,-94,1729,1
394,-294,-107,1729,1
395,-281,-121,1729,1
396,-266,-138,1729,1
398,-250,-155,1729,1
398,-234,-172,1729,1
396,-214,-190,1729,1
394,-194,-208,1729,1
392,-173,-228,1729,1
390,-149,-250,1729,1
389,-124,-273,1729,1
386,-100,-295,1729,1
381,-76,-314,1729,1
375,-52,-333,1729,1
370,-26,-354,1729,1
364,-4,-371,1729,1
360,13,-384,1729,1
355,27,-393,1729,1
350,41,-402,1729,1
344,56,-412,1729,1
338,70,-420,1729,1
329,84,-426,1729,1
319,99,-430,1729,1
309,112,-434,1729,1
298,129,-439,1729,1
284,149,-446,1729,1
269,171,-454,1729,1
250,197,-460,1729,1
229,224,-467,1729,1
208,252,-474,1729,1
185,282,-481,1729,1
160,312,-487,1729,1
135,342,-492,1729,1
110,371,-497,1729,1
86,397,-499,1729,1
61,423,-500,1729,1
37,448,-501,1729,1
16,468,-501,1729,1
0,484,-501,1729,1
-14,497,-500,1729,1
-29,509,-498,1729,1
-44,520,-494,1729,1
-58,527,-487,1729,1
-72,530,-475,1729,1
-85,529,-462,1729,1
-97,525,-446,1729,1
-112,520,-427,1729,1
-128,514,-404,1729,1
-146,505,-377,1729,1
-165,493,-346,1729,1
-184,479,-312,1729,1
-205,464,-276,1729,1
-227,448,-239,1729,1
-248,434,-203,1729,1
-270,419,-166,1729,1
-291,403,-129,1729,1
-311,388,-93,1729,1
-331,373,-58,1729,1
-349,360,-27,1729,1
-361,347,-2,1729,1
-371,337,19,1729,1
-382,326,40,1729,1
-392,316,61,1729,1
-399,305,79,1729,1
-402,291,96,1729,1
-403,279,110,1729,1
-403,266,122,1729,1
-405,252,139,1729,1
-407,238,156,1729,1
-408,221,173,1729,1
-407,202,191,1729,1
-405,183,208,1729,1
-403,162,228,1729,1
-402,139,250,1729,1
-400,116,272,1729,1
-398,92,294,1729,1
-394,68,314,1729,1
-389,45,332,1729,1
-384,21,351,1729,1
-379,-1,369,1729,1
-374,-18,382,1729,1
-370,-32,392,1729,1
-367,-45,401,1729,1
-362,-60,412,1729,1
-356,-75,421,1729,1
-348,-89,428,1729,1
-338,-105,433,1729,1
-328,-119,438,1729,1
-317,-135,444,1729,1
-305,-156,452,1729,1
-291,-179,461,1729,1
-272,-205,468,1729,1
-251,-233,476,1729,1
-230,-262,484,1729,1
-206,-292,491,1729,1
-182,-323,498,1729,1
-157,-353,503,1729,1
-132,-382,508,1729,1
-109,-408,511,1729,1
-85,-434,513,1729,1
-61,-458,515,1729,1
-40,-479,515,1729,1
-23,-496,515,1729,1
-9,-510,515,1729,1
5,-523,514,1729,1
20,-535,511,1729,1
35,-542,504,1729,1
50,-547,493,1729,1
63,-547,481,1729,1
76,-544,466,1729,1
91,-540,446,1729,1
108,-534,424,1729,1
126,-526,397,1729,1
146,-514,365,1729,1
166,-502,332,1729,1
187,-488,297,1729,1
210,-473,260,1729,1
231,-459,223,1729,1
253,-445,187,1729,1
274,-430,151,1729,1
295,-415,115,1729,1
316,-402,81,1729,1
334,-389,49,1729,1
348,-377,23,1729,1
359,-366,2,1729,1
370,-357,-19,1729,1
382,-347,-41,1729,1
390,-336,-60,1729,1
395,-324,-77,1729,1
397,-311,-93,1729,1
398,-299,-106,1729,1
400,-285,-122,1729,1
403,-270,-140,1729,1
404,-254,-158,1729,1
404,-235,-176,1729,1
403,-215,-195,1729,1
402,-195,-215,1729,1
401,-172,-238,1729,1
400,-148,-261,1729,1
398,-124,-282,1729,1
394,-100,-303,1729,1
389,-77,-322,1729,1
385,-54,-342,1729,1
382,-32,-360,1729,1
378,-13,-375,1729,1
374,2,-386,1729,1
370,15,-396,1729,1
366,31,-407,1729,1
361,45,-417,1729,1
353,60,-425,1729,1
344,76,-432,1729,1
334,91,-438,1729,1
324,108,-444,1729,1
311,129,-452,1729,1
295,153,-461,1729,1
277,180,-470,1729,1
255,209,-478,1729,1
234,239,-486,1729,1
211,269,-494,1729,1
186,300,-501,1729,1
161,331,-507,1729,1
136,361,-512,1729,1
112,388,-515,1729,1
88,413,-518,1729,1
65,438,-520,1729,1
44,460,-520,1729,1
26,478,-521,1729,1
11,493,-521,1729,1
-3,505,-520,1729,1
-19,518,-517,1729,1
-34,526,-511,1729,1
-49,531,-500,1729,1
-63,532,-487,1729,1
-76,530,-472,1729,1
-91,526,-452,1729,1
-109,520,-429,1729,1
-127,511,-402,1729,1
-148,500,-370,1729,1
-169,487,-337,1729,1
-190,473,-301,1729,1
-213,458,-263,1729,1
-235,444,-226,1729,1
-257,430,-190,1729,1
-280,415,-152,1729,1
-300,400,-117,1729,1
-321,386,-82,1729,1
-339,373,-50,1729,1
-354,361,-23,1729,1
-365,350,-1,1729,1
-376,340,21,1729,1
-388,330,42,1729,1
-396,319,62,1729,1
-401,307,79,1729,1
-403,294,95,1729,1
-404,281,109,1729,1
-407,267,125,1729,1
-409,252,143,1729,1
-410,235,161,1729,1
-410,216,180,1729,1
-409,196,199,1729,1
-407,175,219,1729,1
-406,151,242,1729,1
-404,127,264,1729,1
-402,103,287,1729,1
-398,78,308,1729,1
-394,55,326,1729,1
-389,31,346,1729,1
-384,8,364,1729,1
-379,-10,379,1729,1
-375,-25,390,1729,1
-371,-39,399,1729,1
-366,-54,410,1729,1
-361,-69,419,1729,1
-354,-83,427,1729,1
-344,-99,433,1729,1
-333,-114,437,1729,1
-321,-131,443,1729,1
-308,-152,451,1729,1
-294,-176,460,1729,1
-275,-202,468,1729,1
-254,-230,475,1729,1
-232,-259,483,1729,1
-208,-289,490,1729,1
-183,-320,496,1729,1
-158,-350,501,1729,1
-133,-380,506,1729,1
-108,-406,509,1729,1
-85,-431,510,1729,1
-61,-456,511,1729,1
-39,-477,511,1729,1
-21,-495,511,1729,1
-6,-509,511,1729,1
8,-521,509,1729,1
24,-532,505,1729,1
39,-540,498,1729,1
53,-544,487,1729,1
67,-544,474,1729,1
79,-541,458,1729,1
95,-536,438,1729,1
112,-530,415,1729,1
130,-521,388,1729,1
150,-509,356,1729,1
170,-496,322,1729,1
191,-481,286,1729,1
214,-466,248,1729,1
237,-451,211,1729,1
258,-437,174,1729,1
279,-421,137,1729,1
300,-405,100,1729,1
320,-391,65,1729,1
340,-377,32,1729,1
354,-364,5,1729,1
364,-353,-16,1729,1
373,-343,-37,1729,1
383,-332,-57,1729,1
390,-321,-76,1729,1
395,-308,-94,1729,1
396,-294,-109,1729,1
395,-281,-121,1729,1
396,-267,-136,1729,1
398,-252,-154,1729,1
398,-235,-171,1729,1
397,-216,-190,1729,1
396,-196,-208,1729,1
393,-175,-227,1729,1
391,-151,-249,1729,1
389,-126,-272,1729,1
386,-101,-294,1729,1
382,-77,-314,1729,1
376,-54,-332,1729,1
371,-30,-351,1729,1
366,-7,-370,1729,1
360,12,-384,1729,1
356,27,-393,1729,1
351,39,-401,1729,1
345,53,-410,1729,1
339,68,-418,1729,1
331,82,-425,1729,1
321,97,-430,1729,1
310,112,-434,1729,1
298,127,-438,1729,1
285,147,-445,1729,1
270,170,-452,1729,1
252,195,-460,1729,1
231,223,-467,1729,1
209,251,-474,1729,1
186,280,-481,1729,1
161,311,-486,1729,1
136,341,-492,1729,1
111,370,-496,1729,1
87,396,-499,1729,1
64,421,-500,1729,1
39,446,-502,1729,1
17,467,-501,1729,1
0,484,-500,1729,1
-14,497,-500,1729,1
-27,508,-498,1729,1
-42,518,-494,1729,1
-56,526,-488,1729,1
-71,530,-477,1729,1
-84,529,-463,1729,1
-97,526,-447,1729,1
-111,520,-427,1729,1
-127,513,-404,1729,1
-144,504,-378,1729,1
-164,493,-347,1729,1
-184,479,-313,1729,1
-204,465,-278,1729,1
-226,449,-240,1729,1
-248,433,-202,1729,1
-269,419,-166,1729,1
-290,404,-130,1729,1
-310,389,-95,1729,1
-329,374,-61,1729,1
-348,360,-28,1729,1
-362,347,-1,1729,1
-372,336,20,1729,1
-380,326,39,1729,1
-389,316,59,1729,1
-397,305,78,1729,1
-402,292,95,1729,1
-403,279,110,1729,1
-403,266,123,1729,1
-403,252,137,1729,1
-405,237,154,1729,1
-406,221,172,1729,1
-406,203,190,1729,1
-404,183,208,1729,1
-402,162,227,1729,1
-401,139,249,1729,1
-399,115,271,1729,1
-396,92,293,1729,1
-393,68,313,1729,1
-389,46,331,1729,1
-384,24,349,1729,1
-379,1,368,1729,1
-374,-18,382,1729,1
-370,-33,392,1729,1
-366,-45,401,1729,1
-362,-58,410,1729,1
-357,-73,420,1729,1
-350,-88,428,1729,1
-339,-104,434,1729,1
-328,-119,438,1729,1
-317,-135,443,1729,1
-305,-154,450,1729,1
-291,-177,460,1729,1
-273,-203,468,1729,1
-252,-232,476,1729,1
-230,-261,484,1729,1
-207,-291,491,1729,1
-183,-322,497,1729,1
-157,-352,503,1729,1
-133,-381,508,1729,1
-109,-408,511,1729,1
-86,-432,513,1729,1
-63,-457,515,1729,1
-41,-479,516,1729,1
-23,-496,515,1729,1
-9,-510,515,1729,1
4,-522,514,1729,1
19,-533,510,1729,1
369,14,-394,1783,2
364,29,-404,1783,2
359,41,-412,1783,2
353,53,-417,1783,2
346,66,-424,1783,2
337,83,-432,1783,2
325,101,-439,1783,2
311,122,-446,1783,2
295,145,-453,1783,2
277,169,-460,1783,2
258,195,-466,1783,2
238,224,-476,1783,2
214,255,-484,1783,2
189,288,-491,1783,2
163,318,-496,1783,2
138,348,-501,1783,2
111,377,-504,1783,2
86,403,-505,1783,2
64,427,-507,1783,2
44,449,-510,1783,2
24,469,-510,1783,2
5,488,-511,1783,2
-13,504,-509,1783,2
-28,515,-505,1783,2
-40,522,-500,1783,2
-53,527,-492,1783,2
-67,531,-482,1783,2
-84,532,-466,1783,2
-100,528,-447,1783,2
-117,523,-424,1783,2
-134,514,-398,1783,2
-151,502,-368,1783,2
-172,490,-336,1783,2
-193,477,-302,1783,2
-216,463,-265,1783,2
-240,448,-225,1783,2
-263,432,-187,1783,2
-286,418,-148,1783,2
-307,403,-112,1783,2
-325,388,-80,1783,2
-342,376,-50,1783,2
-359,364,-21,1783,2
-375,352,7,1783,2
-389,342,32,1783,2
-398,331,52,1783,2
-402,321,67,1783,2
-405,310,80,1783,2
-410,299,96,1783,2
-414,286,113,1783,2
-415,271,129,1783,2
-415,255,145,1783,2
-414,239,160,1783,2
-412,222,176,1783,2
-411,203,194,1783,2
-411,183,215,1783,2
-410,160,237,1783,2
-407,136,258,1783,2
-403,112,279,1783,2
-400,87,301,1783,2
-395,62,321,1783,2
-390,40,339,1783,2
-387,20,356,1783,2
-383,2,370,1783,2
-378,-16,384,1783,2
-374,-34,397,1783,2
-369,-49,408,1783,2
-363,-62,415,1783,2
-357,-73,420,1783,2
-350,-86,426,1783,2
-341,-102,434,1783,2
-329,-120,440,1783,2
-315,-140,446,1783,2
-300,-163,454,1783,2
-282,-187,461,1783,2
-263,-212,467,1783,2
-243,-240,475,1783,2
-220,-271,483,1783,2
-194,-303,490,1783,2
-168,-334,495,1783,2
-143,-363,500,1783,2
-117,-392,503,1783,2
-92,-418,504,1783,2
-70,-441,506,1783,2
-50,-464,508,1783,2
-30,-484,509,1783,2
-11,-502,509,1783,2
7,-518,507,1783,2
22,-529,502,1783,2
35,-536,497,1783,2
47,-540,489,1783,2
61,-543,479,1783,2
77,-545,464,1783,2
93,-541,445,1783,2
109,-535,422,1783,2
127,-526,395,1783,2
144,-513,366,1783,2
164,-501,334,1783,2
186,-489,299,1783,2
208,-475,263,1783,2
231,-460,224,1783,2
254,-444,185,1783,2
277,-428,147,1783,2
298,-413,109,1783,2
317,-399,77,1783,2
334,-387,48,1783,2
350,-375,19,1783,2
366,-363,-9,1783,2
380,-352,-34,1783,2
389,-341,-55,1783,2
393,-330,-70,1783,2
395,-320,-82,1783,2
400,-309,-97,1783,2
403,-296,-114,1783,2
403,-281,-130,1783,2
404,-265,-146,1783,2
403,-250,-161,1783,2
401,-233,-176,1783,2
400,-214,-194,1783,2
401,-194,-215,1783,2
399,-172,-236,1783,2
396,-147,-257,1783,2
392,-123,-278,1783,2
389,-99,-299,1783,2
384,-73,-321,1783,2
380,-51,-339,1783,2
376,-32,-354,1783,2
372,-15,-368,1783,2
367,3,-381,1783,2
363,21,-394,1783,2
358,36,-405,1783,2
352,49,-413,1783,2
345,60,-417,1783,2
338,72,-423,1783,2
330,88,-430,1783,2
318,106,-436,1783,2
305,126,-443,1783,2
289,149,-450,1783,2
270,173,-456,1783,2
251,198,-463,1783,2
231,226,-471,1783,2
208,257,-478,1783,2
182,289,-485,1783,2
156,320,-491,1783,2
131,349,-496,1783,2
105,378,-499,1783,2
79,405,-500,1783,2
57,428,-502,1783,2
38,449,-503,1783,2
19,468,-504,1783,2
0,487,-504,1783,2
-17,503,-503,1783,2
-33,514,-499,1783,2
-46,521,-492,1783,2
-57,525,-485,1783,2
-70,528,-475,1783,2
-86,529,-461,1783,2
-102,525,-441,1783,2
-119,520,-419,1783,2
-136,511,-392,1783,2
-154,499,-362,1783,2
-173,486,-331,1783,2
-194,473,-297,1783,2
-216,460,-261,1783,2
-240,445,-222,1783,2
-262,430,-184,1783,2
-285,415,-146,1783,2
-307,400,-109,1783,2
-325,386,-77,1783,2
-341,373,-48,1783,2
-357,362,-20,1783,2
-372,350,7,1783,2
-386,340,31,1783,2
-397,329,53,1783,2
-401,318,69,1783,2
-403,308,81,1783,2
-407,297,96,1783,2
-411,284,112,1783,2
-413,270,129,1783,2
-413,254,145,1783,2
-413,239,161,1783,2
-411,222,176,1783,2
-411,204,194,1783,2
-411,184,214,1783,2
-409,162,235,1783,2
-407,138,257,1783,2
-404,114,278,1783,2
-401,90,299,1783,2
